# TIME (S)   X_POS (M)   Y_POS (M)
   6.91006327       97.7217712       1.22561872    
   6.92006350       97.8631897       1.21954620    
   6.93006372       98.0046082       1.21249270    
   6.94006395       98.1460266       1.20445824    
   6.95006418       98.2874451       1.19544280    
   6.96006441       98.4288635       1.18544626    
   6.97006464       98.5702820       1.17446876    
   6.98006487       98.7117004       1.16251028    
   6.99006510       98.8531189       1.14957082    
   7.00006533       98.9945374       1.13565040    
   7.01006556       99.1359558       1.12074888    
   7.02006578       99.2773743       1.10486639    
   7.03006601       99.4187927       1.08800292    
   7.04006624       99.5602112       1.07015848    
   7.05006647       99.7016296       1.05133307    
   7.06006670       99.8430481       1.03152657    
   7.07006693       99.9844666       1.01073909    
   7.08006716       100.125885      0.988970697    
   7.09006739       100.267303      0.966221273    
   7.10006762       100.408722      0.942490876    
   7.11006784       100.550140      0.917779446    
   7.12006807       100.691559      0.892087042    
   7.13006830       100.832977      0.865413606    
   7.14006853       100.974396      0.837759197    
   7.15006876       101.115814      0.809123814    
   7.16006899       101.257233      0.779507399    
   7.17006922       101.398651      0.748910010    
   7.18006945       101.540070      0.717331588    
   7.19006968       101.681488      0.684772193    
   7.20006990       101.822906      0.651231766    
   7.21007013       101.964325      0.616710365    
   7.22007036       102.105743      0.581207991    
   7.23007059       102.247162      0.544724584    
   7.24007082       102.388580      0.507260203    
   7.25007105       102.529999      0.468814790    
   7.26007128       102.671417      0.429388404    
   7.27007151       102.812836      0.388981014    
   7.28007174       102.954254      0.347592622    
   7.29007196       103.095673      0.305223227    
   7.30007219       103.237091      0.261872828    
   7.31007242       103.378510      0.217541412    
   7.32007265       103.519928      0.172228992    
   7.33007288       103.661346      0.125935569    
   7.34007311       103.802765       7.86611438E-02
   7.35007334       103.944183       3.04057207E-02
   7.36007357       104.085602       0.00000000    
   7.37007380       104.227020       3.43183465E-02
   7.38007402       104.368439       6.76556975E-02
   7.39007425       104.509857      0.100012049    
   7.40007448       104.651276      0.131387398    
   7.41007471       104.792694      0.161781743    
   7.42007494       104.934113      0.191195086    
   7.43007517       105.075531      0.219627440    
   7.44007540       105.216949      0.247078791    
   7.45007563       105.358368      0.273549169    
   7.46007586       105.499786      0.299038529    
   7.47007608       105.641205      0.323546886    
   7.48007631       105.782623      0.347074270    
   7.49007654       105.924042      0.369620651    
   7.50007677       106.065460      0.391186029    
   7.51007700       106.206879      0.411770403    
   7.52007723       106.348297      0.431373775    
   7.53007746       106.489716      0.449996144    
   7.54007769       106.631134      0.467637509    
   7.55007792       106.772552      0.484297872    
   7.56007814       106.913971      0.499977231    
   7.57007837       107.055389      0.514675617    
   7.58007860       107.196808      0.528392971    
   7.59007883       107.338226      0.541129351    
   7.60007906       107.479645      0.552884698    
   7.61007929       107.621063      0.563659072    
   7.62007952       107.762482      0.573452473    
   7.63007975       107.903900      0.582264841    
   7.64007998       108.045319      0.590096235    
   7.65008020       108.186737      0.596946597    
   7.66008043       108.328156      0.602815986    
   7.67008066       108.469574      0.607704341    
   7.68008089       108.610992      0.611611724    
   7.69008112       108.752411      0.614538074    
   7.70008135       108.893829      0.616483450    
   7.71008158       109.035248      0.617447853    
   7.72008181       109.176666      0.617431223    
   7.73008204       109.318085      0.616433620    
   7.74008226       109.459503      0.614454985    
   7.75008249       109.600922      0.611495376    
   7.76008272       109.742340      0.607554734    
   7.77008295       109.883759      0.602633119    
   7.78008318       110.025177      0.596730471    
   7.79008341       110.166595      0.589846849    
   7.80008364       110.308014      0.581982255    
   7.81008387       110.449432      0.573136628    
   7.82008410       110.590851      0.563310027    
   7.83008432       110.732269      0.552502394    
   7.84008455       110.873688      0.540713787    
   7.85008478       111.015106      0.527944148    
   7.86008501       111.156525      0.514193535    
   7.87008524       111.297943      0.499461919    
   7.88008547       111.439362      0.483749300    
   7.89008570       111.580780      0.467055678    
   7.90008593       111.722198      0.449381053    
   7.91008615       111.863617      0.430725425    
   7.92008638       112.005035      0.411088794    
   7.93008661       112.146454      0.390471190    
   7.94008684       112.287872      0.368872583    
   7.95008707       112.429291      0.346292973    
   7.96008730       112.570709      0.322732359    
   7.97008753       112.712128      0.298190743    
   7.98008776       112.853546      0.272668123    
   7.99008799       112.994965      0.246164486    
   8.00008774       113.136383      0.218679860    
   8.01008797       113.277802      0.190214232    
   8.02008820       113.419220      0.160767600    
   8.03008842       113.560638      0.130339965    
   8.04008865       113.702057       9.89313424E-02
   8.05008888       113.843475       6.65417165E-02
   8.06008911       113.984894       3.31710912E-02
   8.07008934       114.126312       0.00000000    
   8.08008957       114.267731       2.38989852E-02
   8.09008980       114.409149       4.68169674E-02
   8.10009003       114.550568       6.87539503E-02
   8.11009026       114.691986       8.97099376E-02
   8.12009048       114.833405      0.109684922    
   8.13009071       114.974823      0.128678903    
   8.14009094       115.116241      0.146691889    
   8.15009117       115.257660      0.163723871    
   8.16009140       115.399078      0.179774866    
   8.17009163       115.540497      0.194844857    
   8.18009186       115.681915      0.208933845    
   8.19009209       115.823334      0.222041830    
   8.20009232       115.964752      0.234168828    
   8.21009254       116.106171      0.245314822    
   8.22009277       116.247589      0.255479842    
   8.23009300       116.389008      0.264663845    
   8.24009323       116.530426      0.272866845    
   8.25009346       116.671844      0.280088842    
   8.26009369       116.813263      0.286329836    
   8.27009392       116.954681      0.291589856    
   8.28009415       117.096100      0.295868874    
   8.29009438       117.237518      0.299166888    
   8.30009460       117.378937      0.301483899    
   8.31009483       117.520355      0.302819908    
   8.32009506       117.661774      0.303174913    
   8.33009529       117.803192      0.302548915    
   8.34009552       117.944611      0.300941914    
   8.35009575       118.086029      0.298353910    
   8.36009598       118.227448      0.294784904    
   8.37009621       118.368866      0.290234923    
   8.38009644       118.510284      0.284703940    
   8.39009666       118.651703      0.278191954    
   8.40009689       118.793121      0.270698965    
   8.41009712       118.934540      0.262224972    
   8.42009735       119.075958      0.252769977    
   8.43009758       119.217377      0.242333964    
   8.44009781       119.358795      0.230916962    
   8.45009804       119.500214      0.218518957    
   8.46009827       119.641632      0.205139950    
   8.47009850       119.783051      0.190779939    
   8.48009872       119.924469      0.175438941    
   8.49009895       120.065887      0.159116939    
   8.50009918       120.207306      0.141813934    
   8.51009941       120.348724      0.123529926    
   8.52009964       120.490143      0.104264922    
   8.53009987       120.631561       8.40189159E-02
   8.54010010       120.772980       6.27919137E-02
   8.55010033       120.914398       4.05839123E-02
   8.56010056       121.055817       1.73949134E-02
   8.57010078       121.197235       0.00000000    
   8.58010101       121.338654       1.67718492E-02
   8.59010124       121.480072       3.25626954E-02
   8.60010147       121.621490       4.73725423E-02
   8.61010170       121.762909       6.12013899E-02
   8.62010193       121.904327       7.40492418E-02
   8.63010216       122.045746       8.59160945E-02
   8.64010239       122.187164       9.68019441E-02
   8.65010262       122.328583      0.106706798    
   8.66010284       122.470001      0.115630649    
   8.67010307       122.611420      0.123573497    
   8.68010330       122.752838      0.130535349    
   8.69010353       122.894257      0.136516199    
   8.70010376       123.035675      0.141516045    
   8.71010399       123.177094      0.145534888    
   8.72010422       123.318512      0.148572743    
   8.73010445       123.459930      0.150629595    
   8.74010468       123.601349      0.151705444    
   8.75010490       123.742767      0.151800290    
   8.76010513       123.884186      0.150914147    
   8.77010536       124.025604      0.149047002    
   8.78010559       124.167023      0.146198854    
   8.79010582       124.308441      0.142369702    
   8.80010605       124.449860      0.137559548    
   8.81010628       124.591278      0.131768405    
   8.82010651       124.732697      0.124996260    
   8.83010674       124.874115      0.117243111    
   8.84010696       125.015533      0.108508959    
   8.85010719       125.156952       9.87938121E-02
   8.86010742       125.298370       8.80976617E-02
   8.87010765       125.439789       7.64205158E-02
   8.88010788       125.581207       6.37623668E-02
   8.89010811       125.722626       5.01232184E-02
   8.90010834       125.864044       3.55030708E-02
   8.91010857       126.005463       1.99019257E-02
   8.92010880       126.146881       3.31978081E-03
   8.93010902       126.288300       0.00000000    
   8.94010925       126.429718       1.21470513E-02
   8.95010948       126.571136       2.33131032E-02
   8.96010971       126.712555       3.34981531E-02
   8.97010994       126.853973       4.27022055E-02
   8.98011017       126.995392       5.09252548E-02
   8.99011040       127.136810       5.81673048E-02
   9.00011063       127.278229       6.44283518E-02
   9.01011086       127.419647       6.97083995E-02
   9.02011108       127.561066       7.40074515E-02
   9.03011131       127.702484       7.73255005E-02
   9.04011154       127.843903       7.96625465E-02
   9.05011177       127.985321       8.10185969E-02
   9.06011200       128.126740       8.13936442E-02
   9.07011223       128.268158       8.07876959E-02
   9.08011246       128.409576       7.92007446E-02
   9.09011269       128.550995       7.66327977E-02
   9.10011292       128.692413       7.30838478E-02
   9.11011314       128.833832       6.85538948E-02
   9.12011337       128.975250       6.30429462E-02
   9.13011360       129.116669       5.65509945E-02
   9.14011383       129.258087       4.90780436E-02
   9.15011406       129.399506       4.06240933E-02
   9.16011429       129.540924       3.11891455E-02
   9.17011452       129.682343       2.07731966E-02
   9.18011475       129.823761       9.37624928E-03
   9.19011497       129.965179       0.00000000    
   9.20011520       130.106598       8.51741340E-03
   9.21011543       130.248016       1.60538275E-02
   9.22011566       130.389435       2.26092394E-02
   9.23011589       130.530853       2.81836521E-02
   9.24011612       130.672272       3.27770635E-02
   9.25011635       130.813690       3.63894738E-02
   9.26011658       130.955109       3.90208848E-02
   9.27011681       131.096527       4.06712964E-02
   9.28011703       131.237946       4.13407087E-02
   9.29011726       131.379364       4.10291180E-02
   9.30011749       131.520782       3.97365279E-02
   9.31011772       131.662201       3.74629386E-02
   9.32011795       131.803619       3.42083499E-02
   9.33011818       131.945038       2.99727619E-02
   9.34011841       132.086456       2.47561745E-02
   9.35011864       132.227875       1.85585879E-02
   9.36011887       132.369293       1.13800010E-02
   9.37011909       132.510712       3.22041335E-03
   9.38011932       132.652130       0.00000000    
   9.39011955       132.793549       6.25126110E-03
   9.40011978       132.934967       1.15215229E-02
   9.41012001       133.076385       1.58107840E-02
   9.42012024       133.217804       1.91190448E-02
   9.43012047       133.359222       2.14463063E-02
   9.44012070       133.500641       2.27925684E-02
   9.45012093       133.642059       2.31578294E-02
   9.46012115       133.783478       2.25420911E-02
   9.47012138       133.924896       2.09453534E-02
   9.48012161       134.066315       1.83676146E-02
   9.49012184       134.207733       1.48088764E-02
   9.50012207       134.349152       1.02691380E-02
   9.51012230       134.490570       4.74839937E-03
